rdt_id,ns_lines,rdt_lines,rdt_lines_id,rdt_station_names,rdt_station_codes,cause_nl,cause_en,statistical_cause_nl,statistical_cause_en,cause_group,start_time,end_time,duration_minutes
49256,Breda,"Antwerpen-Centraal - Breda (HSL), Breda - Dordrecht, Breda - Roosendaal, Breda - Rotterdam Centraal (HSL), Breda - Tilburg","15,20,68,170,177",Breda,BD,"eerdere verstoring","an earlier disruption",systeemstoring,"system failure",infrastructure,"2023-08-27 17:36:45","2023-08-27 19:38:33",122
49257,Utrecht-Eindhoven,"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Utrecht Centraal","151,153","Best,Boxtel,Culemborg,Eindhoven Centraal,Geldermalsen,'s-Hertogenbosch,Houten,Houten Castellum,Utrecht Centraal,Vught,Zaltbommel,Eindhoven Strijp-S,Utrecht Lunetten,Utrecht Vaartsche Rijn","BET, BTL, CL, EHV, GDM, HT, HTN, HTNC, UT, VG, ZBM, EHS, UTLN, UTVR","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-27 18:01:04","2023-08-27 21:20:13",199
49258,Haarlem-Zandvoort,"Haarlem - Zandvoort aan Zee",110,"Haarlem,Overveen,Zandvoort aan Zee","HLM, OVN, ZVT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-27 18:33:08","2023-08-27 18:36:34",3
49259,Sittard-Heerlen,"Heerlen - Sittard",77,"Geleen Oost,Hoensbroek,Heerlen,Nuth,Spaubeek,Schinnen,Sittard","GLN, HB, HRL, NH, SBK, SN, STD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-27 18:45:25","2023-08-27 19:34:45",49
49260,Sittard-Maastricht,"Maastricht - Sittard",74,"Bunde,Beek-Elsloo,Geleen-Lutterade,Maastricht,Sittard","BDE, BK, LUT, MT, STD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-27 18:54:50","2023-08-27 19:20:52",26
49261,Venlo-Mönchengladbach-Düsseldorf,"Hamm (Westf.) - Venlo",128,"Kaldenkirchen,Mönchengladbach Hbf,Viersen,Venlo,Boisheim,Breyell,Dülken","KN, MCGB, VIERS, VL, KBOI, KBRY, KDUL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-27 21:18:31","2023-08-27 21:30:58",12
49262,"Leiden-Den Haag HS","Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal","168,169","De Vink,Den Haag Mariahoeve,Den Haag Laan v NOI,Leiden Centraal,Voorschoten","DVNK, GVM, LAA, LEDN, VST","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-27 21:33:55","2023-08-27 22:02:45",29
49263,Tilburg-Eindhoven,"Eindhoven - Tilburg",152,"Boxtel,Oisterwijk,Tilburg","BTL, OT, TB","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-27 22:12:48","2023-08-27 22:41:26",29
49264,Arnhem-Tiel,"Arnhem Centraal - Tiel",54,"Elst,Hemmen-Dodewaard,Kesteren,Opheusden,Tiel,Zetten-Andelst","EST, HMN, KTR, OP, TL, ZA","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-27 23:16:00","2023-08-27 23:40:44",25
49265,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Aachen Hbf,Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf,Aachen West","AHBF, EGHM, HRL, HRLK, HZ, LG, AW","beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2023-08-28 05:04:40","2023-08-28 17:29:46",745
49266,Amersfoort-Barneveld,"Amersfoort - Ede-Wageningen",47,"Amersfoort Centraal,Barneveld Centrum,Barneveld Noord,Hoevelaken,Barneveld Zuid","AMF, BNC, BNN, HVL, BNZ","logistieke beperkingen","logistical limitations","logistieke beperkingen","logistical limitations",logistical,"2023-08-28 05:52:46","2023-08-28 11:27:51",335
49267,Amsterdam-Schiphol-Leiden,"Amsterdam Centraal - Schiphol Airport",32,"Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Schiphol Airport","ASD, ASDL, ASS, SHL",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-08-28 08:27:14","2023-08-28 08:28:37",1
49268,"Schiphol-Amersfoort; Leiden-Duivendrecht-Lelystad","Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal","137,144,148","Amsterdam Zuid,Schiphol Airport","ASDZ, SHL",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-08-28 08:28:40","2023-08-28 10:28:24",120
49269,"Amsterdam-Schiphol; Leiden-Schiphol-Zaandam","Amsterdam Centraal - Schiphol Airport, Schiphol Airport - Zaandam","32,165","Amsterdam Lelylaan,Amsterdam Sloterdijk,Schiphol Airport","ASDL, ASS, SHL",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-08-28 08:38:30","2023-08-28 10:28:19",110
49270,Schiphol-Utrecht,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal","137,144,148","Amsterdam Zuid,Schiphol Airport","ASDZ, SHL",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-08-28 08:38:44","2023-08-28 10:28:09",109
49271,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport",32,"Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Schiphol Airport","ASD, ASDL, ASS, SHL",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-08-28 08:38:48","2023-08-28 10:28:06",109
49272,"Leiden-Den Haag","Den Haag Centraal - Leiden Centraal",169,"De Vink,Den Haag Centraal,Den Haag Mariahoeve,Den Haag Laan v NOI,Leiden Centraal,Voorschoten","DVNK, GVC, GVM, LAA, LEDN, VST","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-28 09:14:27","2023-08-28 09:39:06",25
49273,"Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-28 09:22:50","2023-08-28 09:23:04",0
49274,"Den Haag-Rotterdam; Den Haag-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Den Haag HS,Den Haag Moerwijk","GV, GVMW","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-28 09:26:57","2023-08-28 09:39:28",13
49275,Haarlem-Alkmaar,"Alkmaar - Amsterdam Centraal",161,"Alkmaar,Castricum,Heiloo,Uitgeest","AMR, CAS, HLO, UTG","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-28 09:43:07","2023-08-28 10:12:57",30
49276,Almelo-Hardenberg,"Almelo - Mariënberg",96,"Mariënberg,Vroomshoop","MRB, VHP","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-28 10:46:51","2023-08-28 12:16:19",89
49277,Leeuwarden-Stavoren,"Leeuwarden - Stavoren",104,"Hindeloopen,Koudum-Molkwerum,Stavoren,Workum","HNP, KMW, STV, WK","inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2023-08-28 11:55:20","2023-08-28 11:56:12",1
49278,Leeuwarden-Stavoren,"Leeuwarden - Stavoren",104,"Hindeloopen,Koudum-Molkwerum,Stavoren,Workum","HNP, KMW, STV, WK","inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2023-08-28 11:55:51","2023-08-28 12:59:41",64
49279,"Groningen-Bad Nieuweschans","Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland)","155,156","Scheemda,Winschoten","SDA, WS",overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2023-08-28 12:37:34","2023-08-28 13:24:22",47
49280,Almelo-Hengelo,"Almelo - Hengelo",89,"Almelo,Almelo de Riet,Borne,Hengelo","AML, AMRI, BN, HGL",overwegstoring,"level crossing failure",overwegstoring,"level crossing failure",infrastructure,"2023-08-28 16:03:41","2023-08-28 16:21:14",18
49281,"Den Haag-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft,Delft Campus,Den Haag HS,Den Haag Moerwijk,Rijswijk,Schiedam Centrum","DT, DTCP, GV, GVMW, RSW, SDM",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-08-28 16:48:46","2023-08-28 18:39:58",111
49282,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-08-28 16:55:08","2023-08-28 18:40:03",105
49283,"Heerlen-Maastricht Randwyck","Heerlen - Maastricht",76,"Heerlen,Heerlen Woonboulevard,Klimmen-Ransdaal,Meerssen,Maastricht,Houthem-St. Gerlach,Schin op Geul,Voerendaal,Valkenburg,Maastricht Noord","HRL, HRLW, KMR, MES, MT, SGL, SOG, VDL, VK, MTN","beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2023-08-28 16:59:39","2023-08-28 23:48:16",409
49284,"Alphen a/d Rijn-Gouda","Alphen a/d Rijn - Gouda",8,"Boskoop,Gouda,Waddinxveen,Waddinxveen Noord,Boskoop Snijdelwijk,Waddinxveen Triangel","BSK, GD, WAD, WADN, BSKS, WADT","persoon op het spoor","person on the railway track","persoon op het spoor","person on the railway track",external,"2023-08-28 17:14:11","2023-08-28 18:00:02",46
49285,Hengelo-Oldenzaal,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal","91,124,174","Hengelo,Hengelo Oost","HGL, HGLO","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-28 17:47:50","2023-08-28 17:56:03",8
49286,Meppel,"Groningen - Zwolle, Leeuwarden - Zwolle","146,160",Meppel,MP,"persoon op het spoor","person on the railway track","persoon op het spoor","person on the railway track",external,"2023-08-28 22:30:41","2023-08-28 23:03:53",33
49287,"Heerlen-Maastricht Randwyck","Heerlen - Maastricht, Liège-Guillemins - Maastricht, Maastricht - Maastricht Randwyck","75,76,121","Heerlen,Heerlen Woonboulevard,Klimmen-Ransdaal,Meerssen,Maastricht,Maastricht Randwyck,Houthem-St. Gerlach,Schin op Geul,Voerendaal,Valkenburg,Maastricht Noord","HRL, HRLW, KMR, MES, MT, MTR, SGL, SOG, VDL, VK, MTN","beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2023-08-29 02:49:12","2023-09-01 23:37:42",5569
49288,Zwolle-Groningen,"Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland), Groningen - Veendam, Groningen - Zwolle","146,154,155,156","Groningen Europapark,Groningen","GERP, GN","defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2023-08-29 06:27:33","2023-08-29 06:50:00",22
49289,"Amsterdam Sloterdijk","Alkmaar - Amsterdam Centraal, Amsterdam Centraal - Haarlem, Amsterdam Centraal - Hoorn, Amsterdam Centraal - Schiphol Airport, Schiphol Airport - Zaandam","32,112,161,164,165","Amsterdam Sloterdijk",ASS,"inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2023-08-29 13:56:20","2023-08-29 14:26:36",30
49290,Schiphol-Amersfoort,"Amersfoort - Schiphol Airport",148,"Amsterdam Zuid,Bussum Zuid,Diemen Zuid,Duivendrecht,Hilversum,Naarden-Bussum,Amsterdam RAI,Schiphol Airport,Weesp,Hilversum Media Park","ASDZ, BSMZ, DMNZ, DVD, HVS, NDB, RAI, SHL, WP, HVSM","inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2023-08-29 14:00:56","2023-08-29 14:03:01",2
49291,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,"Arnhem Centraal,Arnhem Zuid,Elst,Nijmegen,Nijmegen Lent","AH, AHZ, EST, NM, NML","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 14:44:18","2023-08-29 15:27:54",44
49292,Hengelo-Bielefeld,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal","91,124,174","Bad Bentheim,Hengelo,Hengelo Oost,Oldenzaal","BH, HGL, HGLO, ODZ","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 14:56:44","2023-08-29 15:17:53",21
49293,Nijmegen-Venray,"Nijmegen - Venlo",64,"Boxmeer,Cuijk,Mook-Molenhoek,Nijmegen,Nijmegen Heyendaal","BMR, CK, MMLH, NM, NMH",aanrijding,collision,aanrijding,collision,accidents,"2023-08-29 15:33:20","2023-08-29 15:39:58",7
49294,"Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 15:43:00","2023-08-29 16:11:47",29
49295,"Den Haag-Rotterdam; Leiden-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft,Delft Campus,Den Haag HS,Den Haag Moerwijk,Rijswijk,Rotterdam Centraal,Schiedam Centrum","DT, DTCP, GV, GVMW, RSW, RTD, SDM","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 16:17:33","2023-08-29 17:08:52",51
49296,"Amsterdam Zuid-Leiden Centraal; Amsterdam-Hoofddorp","Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal","22,32,137,144,148","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Zuid,Amsterdam Sloterdijk,Hoofddorp,Schiphol Airport","ASD, ASDL, ASDZ, ASS, HFD, SHL",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-08-29 16:22:54","2023-08-30 00:36:41",494
49297,Rotterdam-Dordrecht,"Dordrecht - Rotterdam Centraal",16,"Barendrecht,Dordrecht,Rotterdam Lombardijen,Rotterdam Blaak,Rotterdam Centraal,Rotterdam Stadion,Rotterdam Zuid,Zwijndrecht","BRD, DDR, RLB, RTB, RTD, RTST, RTZ, ZWD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 16:25:46","2023-08-29 17:09:04",43
49298,Zwolle-Enschede,"Almelo - Hengelo, Almelo - Zwolle, Enschede - Hengelo","89,92,95","Almelo,Almelo de Riet,Borne,Enschede,Hengelo,Nijverdal,Raalte,Wierden,Enschede Kennispark","AML, AMRI, BN, ES, HGL, NVD, RAT, WDN, ESK","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-29 16:30:52","2023-08-29 18:34:20",123
49299,"Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 16:31:04","2023-08-29 17:09:09",38
49300,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 16:31:38","2023-08-29 17:09:00",37
49301,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf","EGHM, HRL, HRLK, HZ, LG","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 16:32:44","2023-08-29 16:55:17",23
49302,Venlo-Roermond,"Roermond - Venlo",66,"Tegelen,Venlo","TG, VL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 17:07:30","2023-08-29 17:49:03",42
49303,Venlo-Mönchengladbach-Düsseldorf,"Hamm (Westf.) - Venlo",128,"Kaldenkirchen,Venlo","KN, VL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 17:20:27","2023-08-29 17:49:08",29
49304,Utrecht-Zwolle,"Amersfoort - Utrecht Centraal, Amersfoort - Zwolle","48,134","Amersfoort Centraal,Amersfoort Schothorst,Amersfoort Vathorst,Bilthoven,Den Dolder,Ermelo,Harderwijk,Nijkerk,Nunspeet,Putten,Utrecht Centraal,Utrecht Overvecht","AMF, AMFS, AVAT, BHV, DLD, EML, HD, NKK, NS, PT, UT, UTO","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-29 17:52:58","2023-08-29 19:30:10",97
49305,Leeuwarden-Stavoren,"Leeuwarden - Stavoren",104,"Leeuwarden,Mantgum,Sneek,Sneek Noord","LW, MG, SK, SKND","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-29 20:38:38","2023-08-29 20:58:12",20
49306,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)","24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, RTD, SHL","beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2023-08-30 02:27:01","2023-08-30 08:43:10",376
49307,Venlo-Roermond,"Roermond - Venlo",66,"Roermond,Reuver,Swalmen,Tegelen,Venlo","RM, RV, SM, TG, VL","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-30 09:44:33","2023-08-30 10:46:56",62
49308,Roermond-Sittard,"Roermond - Sittard",73,"Echt,Roermond,Susteren,Sittard","EC, RM, SRN, STD",aanrijding,collision,aanrijding,collision,accidents,"2023-08-30 10:47:20","2023-08-30 11:10:05",23
49309,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Aachen Hbf,Eygelshoven Markt,Herzogenrath,Landgraaf,Aachen West","AHBF, EGHM, HZ, LG, AW","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-30 11:14:41","2023-08-30 12:46:59",92
49310,Apeldoorn-Deventer,"Apeldoorn - Deventer",87,"Apeldoorn,Apeldoorn Osseveld,Deventer,Twello","APD, APDO, DV, TWL",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-08-30 11:18:28","2023-08-30 11:46:40",28
49311,Nijmegen-Venlo,"Nijmegen - Venlo",64,"Boxmeer,Cuijk,Mook-Molenhoek,Nijmegen,Nijmegen Heyendaal,Vierlingsbeek,Venray","BMR, CK, MMLH, NM, NMH, VLB, VRY",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-08-30 12:06:44","2023-08-30 12:30:58",24
49312,Amersfoort-Barneveld,"Amersfoort - Ede-Wageningen",47,"Amersfoort Centraal,Barneveld Centrum,Barneveld Noord,Hoevelaken,Barneveld Zuid","AMF, BNC, BNN, HVL, BNZ","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-30 13:12:49","2023-08-30 14:55:26",103
49313,Almelo-Hardenberg,"Almelo - Mariënberg",96,"Almelo,Daarlerveen,Hardenberg,Mariënberg,Vroomshoop,Vriezenveen","AML, DA, HDB, MRB, VHP, VZ","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-30 14:13:42","2023-08-30 15:58:38",105
49314,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)","24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, RTD, SHL","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-30 14:56:03","2023-08-30 19:53:19",297
49315,Zutphen-Hengelo,"Hengelo - Zutphen",90,"Delden,Hengelo,Hengelo Gezondheidspark","DDN, HGL, HGLG","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-30 15:03:41","2023-08-30 15:11:17",8
49316,Hengelo-Bielefeld,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal","91,124,174","Hengelo,Hengelo Oost,Oldenzaal","HGL, HGLO, ODZ","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-30 15:03:51","2023-08-30 15:35:03",31
49317,Amsterdam-Haarlem,"Amsterdam Centraal - Haarlem",112,"Amsterdam Centraal,Amsterdam Sloterdijk,Haarlem,Haarlem Spaarnwoude,Halfweg-Zwanenburg","ASD, ASS, HLM, HLMS, HWZB","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-30 16:36:53","2023-08-30 17:11:16",34
49318,Utrecht-Baarn,"Baarn - Utrecht Centraal",44,"Den Dolder,Soest,Soest Zuid","DLD, ST, STZ","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-30 18:21:30","2023-08-30 18:55:33",34
49319,"Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-30 18:43:46","2023-08-30 18:51:52",8
